STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TRANSFORMATION,Transformation,ADJUSTMENT,Adjustment,SEX,Sex,AGE,Age,ACTIVITY,Economic activity,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,NZL,New Zealand,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q3,,79.82918,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,NZL,New Zealand,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q2,,80.39552,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,NZL,New Zealand,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q1,,80.39639,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,NZL,New Zealand,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2022-Q4,,80.24203,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,FIN,Finland,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q1,,74.30207,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,FIN,Finland,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2022-Q4,,74.65479,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,FIN,Finland,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2022-Q3,,74.04489,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,FIN,Finland,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2024-Q1,,73.40575,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,FIN,Finland,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q4,,73.35919,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,FIN,Finland,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q3,,73.76493,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,CAN,Canada,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2024-Q1,,75.03333,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,CAN,Canada,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2022-Q4,,75.83334,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,CAN,Canada,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q4,,75.4,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,CAN,Canada,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q3,,75.7,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,CAN,Canada,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q2,,76,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,CAN,Canada,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q1,,76.2,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,EST,Estonia,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q3,,76.16443,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,EST,Estonia,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q2,,76.435,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,EST,Estonia,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q1,,76.43834,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,EST,Estonia,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2022-Q3,,76.42816,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,EST,Estonia,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2024-Q1,,75.33518,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,EST,Estonia,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2022-Q4,,76.93918,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,HUN,Hungary,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q1,,74.69675,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,HUN,Hungary,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2022-Q4,,74.45718,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,HUN,Hungary,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2022-Q3,,74.41446,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,HUN,Hungary,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2024-Q1,,75.08095,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,HUN,Hungary,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q4,,74.91547,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,HUN,Hungary,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q3,,74.63187,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,KOR,Korea,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q2,,69.2529,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,KOR,Korea,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q1,,68.83231,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,KOR,Korea,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2022-Q3,,68.72644,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,KOR,Korea,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2024-Q1,,69.50625,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,ITA,Italy,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q3,,61.45734,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,DNK,Denmark,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q1,,76.71552,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,DNK,Denmark,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2022-Q4,,76.80041,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,DEU,Germany,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2022-Q3,,76.70175,,,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,DEU,Germany,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2024-Q1,,77.35134,,,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,DEU,Germany,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q4,,77.30556,,,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,DEU,Germany,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q3,,77.1901,,,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2024-Q1,,71.96008,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q4,,71.96353,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q3,,72.02491,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q2,,71.97003,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q1,,71.77298,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,USA,United States,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2022-Q4,,71.40775,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,ISR,Israel,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2024-Q1,,69.14497,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,ISR,Israel,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q4,,68.74522,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,ISR,Israel,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q3,,70.00872,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,ISR,Israel,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q2,,70.18797,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,ISR,Israel,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q1,,70.18466,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,ISR,Israel,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2022-Q4,,69.02886,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,ESP,Spain,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q1,,64.57612,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,ESP,Spain,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2022-Q4,,64.27968,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,ESP,Spain,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2022-Q3,,64.4771,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,ESP,Spain,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2024-Q1,,65.74982,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,ESP,Spain,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q4,,65.75278,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,ESP,Spain,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q3,,65.67936,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,OECD,OECD,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q3,,70.07094,,,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,OECD,OECD,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q2,,70.02479,,,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,OECD,OECD,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q1,,69.82826,,,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,OECD,OECD,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2022-Q4,,69.5676,,,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,OECD,OECD,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2022-Q3,,69.42189,,,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,OECD,OECD,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2024-Q1,,70.15372,,,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,LTU,Lithuania,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2023-Q1,,72.38417,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,LTU,Lithuania,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2022-Q4,,73.17117,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_WAP_Q(1.0),Employment rate,I,LTU,Lithuania,EMP_WAP,Employment rate,PT_WAP_SUB,Percentage of working age population in the same subgroup,_Z,Not applicable,Y,Calendar and seasonally adjusted,_T,Total,Y15T64,From 15 to 64 years,_Z,Not applicable,Q,Quarterly,2022-Q3,,74.814,,,,A,Normal value,0,Units,1,One
